Full Name,Short Name,Date,Sell Price,Buy Price,Number of Purchases,Number of Sales
Cardano,ADA,2023-12-06 10:35:47.337197,46146.58,44136.2,217,243
Polkadot,DOT,2023-12-06 10:35:47.337197,51690.74,50873.81,340,502
Binance Coin,BNB,2023-12-06 10:35:47.337197,81696.42,78193.64,156,717
Dogecoin,DOGE,2023-12-06 10:35:47.337197,56169.28,55305.2,728,830
Bitcoin,BTC,2023-12-07 10:35:47.337197,39013.42,37941.04,615,439
Ethereum,ETH,2023-12-07 10:35:47.337197,12900.64,12472.97,891,271
Ripple,XRP,2023-12-07 10:35:47.337197,2516.78,2400.19,589,786
Litecoin,LTC,2023-12-07 10:35:47.337197,39452.64,38044.36,364,529
Cardano,ADA,2023-12-07 10:35:47.337197,4422.66,4361.45,831,545
Polkadot,DOT,2023-12-07 10:35:47.337197,4712.79,4626.0,710,874
Binance Coin,BNB,2023-12-07 10:35:47.337197,29226.78,28648.77,143,255
Dogecoin,DOGE,2023-12-07 10:35:47.337197,14295.91,13802.65,275,705
Bitcoin,BTC,2023-12-08 10:35:47.337197,28315.5,27352.97,169,833
Ethereum,ETH,2023-12-08 10:35:47.337197,20139.92,19475.46,340,422
Ripple,XRP,2023-12-08 10:35:47.337197,28232.08,27140.94,148,501
Litecoin,LTC,2023-12-08 10:35:47.337197,7830.46,7538.95,825,58
Cardano,ADA,2023-12-08 10:35:47.337197,10678.28,10454.51,510,749
Polkadot,DOT,2023-12-08 10:35:47.337197,65973.38,64365.86,288,442
Binance Coin,BNB,2023-12-08 10:35:47.337197,55037.58,53245.43,624,452
Dogecoin,DOGE,2023-12-08 10:35:47.337197,44365.12,42349.1,769,99
Bitcoin,BTC,2023-12-09 10:35:47.337197,27000.28,26347.42,754,411
Ethereum,ETH,2023-12-09 10:35:47.337197,84977.52,82804.05,628,896
Ripple,XRP,2023-12-09 10:35:47.337197,32887.03,32463.12,598,436
Litecoin,LTC,2023-12-09 10:35:47.337197,36987.01,35780.67,891,430
Cardano,ADA,2023-12-09 10:35:47.337197,12870.94,12382.59,481,375
Polkadot,DOT,2023-12-09 10:35:47.337197,90293.81,89197.22,370,168
Binance Coin,BNB,2023-12-09 10:35:47.337197,6515.82,6340.81,386,619
Dogecoin,DOGE,2023-12-09 10:35:47.337197,36493.69,35729.96,962,377
Bitcoin,BTC,2023-12-10 10:35:47.337197,30475.87,29931.49,696,204
Ethereum,ETH,2023-12-10 10:35:47.337197,37839.4,37024.52,240,244
Ripple,XRP,2023-12-10 10:35:47.337197,55903.69,54368.56,283,869
Litecoin,LTC,2023-12-10 10:35:47.337197,3093.71,2966.87,815,864
Cardano,ADA,2023-12-10 10:35:47.337197,63127.27,60175.04,261,315
Polkadot,DOT,2023-12-10 10:35:47.337197,98272.03,96032.55,330,150
Binance Coin,BNB,2023-12-10 10:35:47.337197,58359.25,57707.89,824,230
Dogecoin,DOGE,2023-12-10 10:35:47.337197,30601.36,30292.82,902,109
Bitcoin,BTC,2023-12-11 10:35:47.337197,108535.09,103797.51,836,684
Ethereum,ETH,2023-12-11 10:35:47.337197,15488.07,14741.78,688,769
Ripple,XRP,2023-12-11 10:35:47.337197,4727.1,4552.36,152,364
Litecoin,LTC,2023-12-11 10:35:47.337197,15115.97,14771.35,285,450
Cardano,ADA,2023-12-11 10:35:47.337197,72537.23,70557.61,604,260
Polkadot,DOT,2023-12-11 10:35:47.337197,98396.24,96605.25,106,538
Binance Coin,BNB,2023-12-11 10:35:47.337197,92349.23,88897.7,849,247
Dogecoin,DOGE,2023-12-11 10:35:47.337197,51519.94,49189.77,889,585
Bitcoin,BTC,2023-12-12 10:35:47.337197,44515.18,43138.48,928,251
Ethereum,ETH,2023-12-12 10:35:47.337197,63925.61,61179.65,793,237
Ripple,XRP,2023-12-12 10:35:47.337197,22220.9,21626.21,237,237
Litecoin,LTC,2023-12-12 10:35:47.337197,44191.92,43141.62,867,379
Cardano,ADA,2023-12-12 10:35:47.337197,32764.2,31594.7,723,140
Polkadot,DOT,2023-12-12 10:35:47.337197,46201.97,44540.86,965,110
Binance Coin,BNB,2023-12-12 10:35:47.337197,21586.16,20872.07,652,586
Dogecoin,DOGE,2023-12-12 10:35:47.337197,29162.05,28861.92,995,776
Bitcoin,BTC,2023-12-13 10:35:47.337197,96958.69,93045.62,797,199
Ethereum,ETH,2023-12-13 10:35:47.337197,45426.07,43207.55,762,472
Ripple,XRP,2023-12-13 10:35:47.337197,20749.85,19834.98,737,621
Litecoin,LTC,2023-12-13 10:35:47.337197,90704.91,88304.02,602,663
Cardano,ADA,2023-12-13 10:35:47.337197,64156.62,62929.52,987,399
Polkadot,DOT,2023-12-13 10:35:47.337197,4539.94,4471.89,200,654
Binance Coin,BNB,2023-12-13 10:35:47.337197,28904.62,27735.46,299,501
Dogecoin,DOGE,2023-12-13 10:35:47.337197,66504.04,63952.18,541,602
Bitcoin,BTC,2023-12-14 10:35:47.337197,36718.86,35843.06,275,768
Ethereum,ETH,2023-12-14 10:35:47.337197,31890.67,30365.19,142,768
Ripple,XRP,2023-12-14 10:35:47.337197,8332.44,7923.2,582,878
Litecoin,LTC,2023-12-14 10:35:47.337197,9758.96,9643.04,329,214
Cardano,ADA,2023-12-14 10:35:47.337197,64385.98,61597.3,798,588
Polkadot,DOT,2023-12-14 10:35:47.337197,103812.79,99155.06,917,659
Binance Coin,BNB,2023-12-14 10:35:47.337197,63571.11,61326.63,456,763
Dogecoin,DOGE,2023-12-14 10:35:47.337197,14975.85,14373.43,632,527
Bitcoin,BTC,2023-12-15 10:35:47.337197,60645.4,59758.17,553,714
Ethereum,ETH,2023-12-15 10:35:47.337197,61138.47,58153.37,377,685
Ripple,XRP,2023-12-15 10:35:47.337197,50290.3,48091.49,243,211
Litecoin,LTC,2023-12-15 10:35:47.337197,32283.56,31019.06,338,728
Cardano,ADA,2023-12-15 10:35:47.337197,32707.96,31987.97,351,470
Polkadot,DOT,2023-12-15 10:35:47.337197,66851.02,65295.34,837,767
Binance Coin,BNB,2023-12-15 10:35:47.337197,41559.53,40138.6,544,840
Dogecoin,DOGE,2023-12-15 10:35:47.337197,41171.7,40181.71,872,321
Bitcoin,BTC,2023-12-16 10:35:47.337197,87193.6,83345.32,686,692
Ethereum,ETH,2023-12-16 10:35:47.337197,62246.95,60926.97,526,595
Ripple,XRP,2023-12-16 10:35:47.337197,51123.56,48872.64,813,782
Litecoin,LTC,2023-12-16 10:35:47.337197,76109.36,73542.06,546,895
Cardano,ADA,2023-12-16 10:35:47.337197,54510.98,53513.76,353,821
Polkadot,DOT,2023-12-16 10:35:47.337197,49992.04,47810.71,940,789
Binance Coin,BNB,2023-12-16 10:35:47.337197,11229.68,11113.72,689,422
Dogecoin,DOGE,2023-12-16 10:35:47.337197,89374.35,88176.96,619,98
Bitcoin,BTC,2023-12-17 10:35:47.337197,73676.47,71371.36,690,894
Ethereum,ETH,2023-12-17 10:35:47.337197,17267.15,16561.13,619,146
Ripple,XRP,2023-12-17 10:35:47.337197,85933.0,84859.87,923,224
Litecoin,LTC,2023-12-17 10:35:47.337197,12698.9,12482.7,266,140
Cardano,ADA,2023-12-17 10:35:47.337197,73831.93,70658.46,365,753
Polkadot,DOT,2023-12-17 10:35:47.337197,803.97,786.57,430,849
Binance Coin,BNB,2023-12-17 10:35:47.337197,1268.9,1255.05,798,489
Dogecoin,DOGE,2023-12-17 10:35:47.337197,97479.68,94548.9,653,534
Bitcoin,BTC,2023-12-18 10:35:47.337197,3995.09,3854.74,894,663
Ethereum,ETH,2023-12-18 10:35:47.337197,83212.55,79401.86,650,654
Ripple,XRP,2023-12-18 10:35:47.337197,2900.12,2782.52,784,639
Litecoin,LTC,2023-12-18 10:35:47.337197,22009.55,21018.93,592,268
Cardano,ADA,2023-12-18 10:35:47.337197,19377.74,18800.21,733,718
Polkadot,DOT,2023-12-18 10:35:47.337197,42565.78,40794.51,211,62
Binance Coin,BNB,2023-12-18 10:35:47.337197,43218.99,41764.08,162,700
Dogecoin,DOGE,2023-12-18 10:35:47.337197,62326.22,60009.96,209,798
Bitcoin,BTC,2023-12-19 10:35:47.337197,33161.02,32092.09,443,392
Ethereum,ETH,2023-12-19 10:35:47.337197,35293.65,34443.98,849,562
Ripple,XRP,2023-12-19 10:35:47.337197,42705.83,41357.94,257,68
Litecoin,LTC,2023-12-19 10:35:47.337197,53369.61,52717.05,843,579
Cardano,ADA,2023-12-19 10:35:47.337197,34135.32,32682.76,785,875
Polkadot,DOT,2023-12-19 10:35:47.337197,72077.74,70401.13,148,357
Binance Coin,BNB,2023-12-19 10:35:47.337197,27885.91,27450.18,931,457
Dogecoin,DOGE,2023-12-19 10:35:47.337197,86105.9,85193.6,968,588
Bitcoin,BTC,2023-12-20 10:35:47.337197,103596.23,101853.29,771,451
Ethereum,ETH,2023-12-20 10:35:47.337197,76315.71,74443.55,729,97
Ripple,XRP,2023-12-20 10:35:47.337197,58787.13,57522.6,871,90
Litecoin,LTC,2023-12-20 10:35:47.337197,42389.03,41619.7,862,643
Cardano,ADA,2023-12-20 10:35:47.337197,20763.27,20223.5,580,537
Polkadot,DOT,2023-12-20 10:35:47.337197,38273.51,36572.29,805,523
Binance Coin,BNB,2023-12-20 10:35:47.337197,28880.13,27888.05,492,650
Dogecoin,DOGE,2023-12-20 10:35:47.337197,33234.42,31673.74,418,113
Bitcoin,BTC,2023-12-21 10:35:47.337197,40330.14,38471.53,176,794
Ethereum,ETH,2023-12-21 10:35:47.337197,3647.79,3481.12,726,485
Ripple,XRP,2023-12-21 10:35:47.337197,67578.88,65828.44,849,564
Litecoin,LTC,2023-12-21 10:35:47.337197,96484.76,92651.53,176,715
Cardano,ADA,2023-12-21 10:35:47.337197,54629.53,53487.68,168,308
Polkadot,DOT,2023-12-21 10:35:47.337197,102921.43,98830.39,627,646
Binance Coin,BNB,2023-12-21 10:35:47.337197,92094.83,88911.74,971,751
Dogecoin,DOGE,2023-12-21 10:35:47.337197,38626.83,37503.76,515,178
Bitcoin,BTC,2023-12-22 10:35:47.337197,39870.65,38489.23,881,417
Ethereum,ETH,2023-12-22 10:35:47.337197,85193.49,83974.42,137,762
Ripple,XRP,2023-12-22 10:35:47.337197,394.38,377.25,609,591
Litecoin,LTC,2023-12-22 10:35:47.337197,2012.7,1982.11,352,358
Cardano,ADA,2023-12-22 10:35:47.337197,8018.39,7845.27,342,448
Polkadot,DOT,2023-12-22 10:35:47.337197,38418.21,37237.03,115,726
Binance Coin,BNB,2023-12-22 10:35:47.337197,6456.24,6335.85,956,305
Dogecoin,DOGE,2023-12-22 10:35:47.337197,16817.29,16053.46,978,849
Bitcoin,BTC,2023-12-23 10:35:47.337197,64269.34,63480.73,929,114
Ethereum,ETH,2023-12-23 10:35:47.337197,2062.04,2016.03,217,650
Ripple,XRP,2023-12-23 10:35:47.337197,27560.44,26723.77,176,633
Litecoin,LTC,2023-12-23 10:35:47.337197,75444.81,73791.3,851,678
Cardano,ADA,2023-12-23 10:35:47.337197,52816.38,51905.21,588,841
Polkadot,DOT,2023-12-23 10:35:47.337197,59777.82,57637.55,455,566
Binance Coin,BNB,2023-12-23 10:35:47.337197,34716.71,33580.91,524,181
Dogecoin,DOGE,2023-12-23 10:35:47.337197,102500.31,99385.04,527,148
Bitcoin,BTC,2023-12-24 10:35:47.337197,49968.39,48011.62,355,475
Ethereum,ETH,2023-12-24 10:35:47.337197,7121.92,6933.8,617,602
Ripple,XRP,2023-12-24 10:35:47.337197,77841.49,74456.73,233,88
Litecoin,LTC,2023-12-24 10:35:47.337197,7710.01,7329.62,450,361
Cardano,ADA,2023-12-24 10:35:47.337197,66295.71,65299.02,447,195
Polkadot,DOT,2023-12-24 10:35:47.337197,31387.3,31002.81,107,846
Binance Coin,BNB,2023-12-24 10:35:47.337197,50709.85,50043.34,282,483
Dogecoin,DOGE,2023-12-24 10:35:47.337197,4256.41,4153.48,894,382
Bitcoin,BTC,2023-12-25 10:35:47.337197,25437.02,24346.64,595,512
Ethereum,ETH,2023-12-25 10:35:47.337197,36471.08,35378.79,793,900
Ripple,XRP,2023-12-25 10:35:47.337197,13430.54,13007.57,833,425
Litecoin,LTC,2023-12-25 10:35:47.337197,10432.81,10168.13,206,149
Cardano,ADA,2023-12-25 10:35:47.337197,5608.06,5366.3,656,340
Polkadot,DOT,2023-12-25 10:35:47.337197,12285.91,11820.99,344,358
Binance Coin,BNB,2023-12-25 10:35:47.337197,10364.48,9973.97,505,587
Dogecoin,DOGE,2023-12-25 10:35:47.337197,11103.26,10716.38,484,229
Bitcoin,BTC,2023-12-26 10:35:47.337197,69810.64,69101.6,819,895
Ethereum,ETH,2023-12-26 10:35:47.337197,40083.81,38848.45,681,769
Ripple,XRP,2023-12-26 10:35:47.337197,35026.68,33429.38,352,312
Litecoin,LTC,2023-12-26 10:35:47.337197,5831.91,5590.02,587,719
Cardano,ADA,2023-12-26 10:35:47.337197,15568.28,15102.0,862,777
Polkadot,DOT,2023-12-26 10:35:47.337197,46435.47,44193.88,134,888
Binance Coin,BNB,2023-12-26 10:35:47.337197,21696.77,21287.65,166,156
Dogecoin,DOGE,2023-12-26 10:35:47.337197,42386.21,40873.84,922,692
Bitcoin,BTC,2023-12-27 10:35:47.337197,44830.23,43089.61,154,346
Ethereum,ETH,2023-12-27 10:35:47.337197,29595.26,29213.84,585,147
Ripple,XRP,2023-12-27 10:35:47.337197,84934.86,81909.61,777,454
Litecoin,LTC,2023-12-27 10:35:47.337197,47793.49,47072.19,622,687
Cardano,ADA,2023-12-27 10:35:47.337197,15703.33,15007.69,393,322
Polkadot,DOT,2023-12-27 10:35:47.337197,6287.62,6176.33,359,107
Binance Coin,BNB,2023-12-27 10:35:47.337197,87286.12,85498.19,502,512
Dogecoin,DOGE,2023-12-27 10:35:47.337197,64000.07,61237.29,135,686
Bitcoin,BTC,2023-12-28 10:35:47.337197,35055.07,34671.42,754,888
Ethereum,ETH,2023-12-28 10:35:47.337197,32705.42,31700.45,480,188
Ripple,XRP,2023-12-28 10:35:47.337197,1557.83,1506.8,443,876
Litecoin,LTC,2023-12-28 10:35:47.337197,48700.49,46493.93,768,143
Cardano,ADA,2023-12-28 10:35:47.337197,40116.94,39638.33,120,139
Polkadot,DOT,2023-12-28 10:35:47.337197,73328.36,71793.15,593,352
Binance Coin,BNB,2023-12-28 10:35:47.337197,38858.5,37293.78,337,370
Dogecoin,DOGE,2023-12-28 10:35:47.337197,44578.57,42473.25,193,498
Bitcoin,BTC,2023-12-29 10:35:47.337197,25135.42,24415.64,129,95
Ethereum,ETH,2023-12-29 10:35:47.337197,21875.55,21463.16,662,255
Ripple,XRP,2023-12-29 10:35:47.337197,59654.15,57471.18,462,450
Litecoin,LTC,2023-12-29 10:35:47.337197,13474.84,13161.79,587,251
Cardano,ADA,2023-12-29 10:35:47.337197,66636.73,64690.25,703,814
Polkadot,DOT,2023-12-29 10:35:47.337197,55335.3,54327.68,330,633
Binance Coin,BNB,2023-12-29 10:35:47.337197,16642.7,16459.76,366,740
Dogecoin,DOGE,2023-12-29 10:35:47.337197,19358.8,18941.08,898,197
Bitcoin,BTC,2023-12-30 10:35:47.337197,81624.44,77794.79,927,691
Ethereum,ETH,2023-12-30 10:35:47.337197,44080.92,43466.65,913,340
Ripple,XRP,2023-12-30 10:35:47.337197,32092.26,31073.24,727,500
Litecoin,LTC,2023-12-30 10:35:47.337197,38658.41,37130.21,458,115
Cardano,ADA,2023-12-30 10:35:47.337197,35107.54,34485.84,641,482
Polkadot,DOT,2023-12-30 10:35:47.337197,29403.46,28775.6,223,88
Binance Coin,BNB,2023-12-30 10:35:47.337197,20877.07,20044.83,752,72
Dogecoin,DOGE,2023-12-30 10:35:47.337197,68844.1,65936.35,770,810
Bitcoin,BTC,2023-12-31 10:35:47.337197,42942.89,40967.44,214,72
Ethereum,ETH,2023-12-31 10:35:47.337197,19568.74,19329.31,447,734
Ripple,XRP,2023-12-31 10:35:47.337197,16022.91,15227.2,310,313
Litecoin,LTC,2023-12-31 10:35:47.337197,42184.24,40197.99,900,405
Cardano,ADA,2023-12-31 10:35:47.337197,1277.78,1241.94,328,176
Polkadot,DOT,2023-12-31 10:35:47.337197,67172.72,66219.4,181,627
Binance Coin,BNB,2023-12-31 10:35:47.337197,21083.54,20085.4,498,526
Dogecoin,DOGE,2023-12-31 10:35:47.337197,61592.2,60939.56,378,386
Bitcoin,BTC,2024-01-01 10:35:47.337197,27100.1,25997.25,832,888
Ethereum,ETH,2024-01-01 10:35:47.337197,10137.28,9977.37,484,196
Ripple,XRP,2024-01-01 10:35:47.337197,46958.79,44849.25,614,733
Litecoin,LTC,2024-01-01 10:35:47.337197,17867.4,17580.93,137,177
Cardano,ADA,2024-01-01 10:35:47.337197,5028.15,4975.12,961,415
Polkadot,DOT,2024-01-01 10:35:47.337197,29378.7,27953.66,728,814
Binance Coin,BNB,2024-01-01 10:35:47.337197,53639.35,51890.14,739,702
Dogecoin,DOGE,2024-01-01 10:35:47.337197,75232.95,73977.52,784,84
Bitcoin,BTC,2024-01-02 10:35:47.337197,40348.01,38474.3,773,712
Ethereum,ETH,2024-01-02 10:35:47.337197,4514.11,4466.84,454,695
Ripple,XRP,2024-01-02 10:35:47.337197,19654.85,18886.83,935,780
Litecoin,LTC,2024-01-02 10:35:47.337197,81789.53,80216.57,140,176
Cardano,ADA,2024-01-02 10:35:47.337197,44193.06,42127.11,969,503
Polkadot,DOT,2024-01-02 10:35:47.337197,19646.56,19109.37,703,805
Binance Coin,BNB,2024-01-02 10:35:47.337197,60759.71,58312.13,683,320
Dogecoin,DOGE,2024-01-02 10:35:47.337197,63922.76,61579.12,426,670
Bitcoin,BTC,2024-01-03 10:35:47.337197,23868.86,22776.01,226,594
Ethereum,ETH,2024-01-03 10:35:47.337197,51346.45,50347.66,225,413
Ripple,XRP,2024-01-03 10:35:47.337197,95730.8,93595.26,290,235
Litecoin,LTC,2024-01-03 10:35:47.337197,33457.52,32123.42,452,60
Cardano,ADA,2024-01-03 10:35:47.337197,46076.51,44422.93,444,872
Polkadot,DOT,2024-01-03 10:35:47.337197,53593.29,52252.47,897,195
Binance Coin,BNB,2024-01-03 10:35:47.337197,59408.5,56658.54,800,634
Dogecoin,DOGE,2024-01-03 10:35:47.337197,23599.45,23156.95,781,451
Bitcoin,BTC,2024-01-04 10:35:47.337197,53728.63,51784.34,317,624
Ethereum,ETH,2024-01-04 10:35:47.337197,45920.12,44822.4,399,510
Ripple,XRP,2024-01-04 10:35:47.337197,39908.9,39177.58,979,878
Litecoin,LTC,2024-01-04 10:35:47.337197,4117.53,3999.3,596,103
Cardano,ADA,2024-01-04 10:35:47.337197,87335.11,83573.81,782,496
Polkadot,DOT,2024-01-04 10:35:47.337197,62420.07,60750.1,936,553
Binance Coin,BNB,2024-01-04 10:35:47.337197,86792.33,83562.28,647,331
Dogecoin,DOGE,2024-01-04 10:35:47.337197,10352.29,9919.71,366,799
Bitcoin,BTC,2024-01-05 10:35:47.337197,71482.75,69584.09,336,796
Ethereum,ETH,2024-01-05 10:35:47.337197,33608.54,32838.05,846,593
Ripple,XRP,2024-01-05 10:35:47.337197,13526.15,12956.44,889,431
Litecoin,LTC,2024-01-05 10:35:47.337197,25580.56,24590.06,788,208
Cardano,ADA,2024-01-05 10:35:47.337197,84902.16,82974.31,599,487
Polkadot,DOT,2024-01-05 10:35:47.337197,10413.01,10142.43,944,504
Binance Coin,BNB,2024-01-05 10:35:47.337197,91322.55,88305.24,654,500
Dogecoin,DOGE,2024-01-05 10:35:47.337197,78389.5,75936.25,706,550
Bitcoin,BTC,2024-01-06 10:35:47.337197,7427.57,7208.59,506,893
Ethereum,ETH,2024-01-06 10:35:47.337197,90325.79,86008.14,291,567
Ripple,XRP,2024-01-06 10:35:47.337197,37212.1,35952.71,451,586
Litecoin,LTC,2024-01-06 10:35:47.337197,60525.3,58928.46,151,548
Cardano,ADA,2024-01-06 10:35:47.337197,1645.85,1576.03,387,483
Polkadot,DOT,2024-01-06 10:35:47.337197,84694.8,83506.2,390,636
Binance Coin,BNB,2024-01-06 10:35:47.337197,60463.85,59761.55,168,520
Dogecoin,DOGE,2024-01-06 10:35:47.337197,55901.7,54978.57,487,706
Bitcoin,BTC,2024-01-07 10:35:47.337197,49550.35,48774.88,193,838
Ethereum,ETH,2024-01-07 10:35:47.337197,9963.8,9845.68,578,133
Ripple,XRP,2024-01-07 10:35:47.337197,5640.39,5368.4,621,779
Litecoin,LTC,2024-01-07 10:35:47.337197,83803.53,79771.86,824,384
Cardano,ADA,2024-01-07 10:35:47.337197,46577.64,44464.46,290,241
Polkadot,DOT,2024-01-07 10:35:47.337197,11825.35,11506.97,258,821
Binance Coin,BNB,2024-01-07 10:35:47.337197,41548.06,40300.8,719,408
Dogecoin,DOGE,2024-01-07 10:35:47.337197,12135.67,11766.94,724,69
Bitcoin,BTC,2024-01-08 10:35:47.337197,86774.33,85672.97,711,598
Ethereum,ETH,2024-01-08 10:35:47.337197,49369.83,47989.24,393,85
Ripple,XRP,2024-01-08 10:35:47.337197,9596.24,9286.51,727,366
Litecoin,LTC,2024-01-08 10:35:47.337197,76229.22,73198.51,113,609
Cardano,ADA,2024-01-08 10:35:47.337197,27684.72,26694.21,596,434
Polkadot,DOT,2024-01-08 10:35:47.337197,1251.55,1203.18,841,676
Binance Coin,BNB,2024-01-08 10:35:47.337197,21536.8,21302.44,901,425
Dogecoin,DOGE,2024-01-08 10:35:47.337197,80250.05,77089.29,967,610
Bitcoin,BTC,2024-01-09 10:35:47.337197,100541.13,97411.55,288,348
Ethereum,ETH,2024-01-09 10:35:47.337197,6810.45,6585.06,970,667
Ripple,XRP,2024-01-09 10:35:47.337197,11733.31,11276.7,627,843
Litecoin,LTC,2024-01-09 10:35:47.337197,49774.19,47586.89,180,588
Cardano,ADA,2024-01-09 10:35:47.337197,83233.22,82311.05,788,649
Polkadot,DOT,2024-01-09 10:35:47.337197,6299.38,6198.13,319,437
Binance Coin,BNB,2024-01-09 10:35:47.337197,30229.34,29366.99,619,862
Dogecoin,DOGE,2024-01-09 10:35:47.337197,45524.14,43590.02,126,872
Bitcoin,BTC,2024-01-10 10:35:47.337197,34079.64,33289.54,381,612
Ethereum,ETH,2024-01-10 10:35:47.337197,28495.43,27304.18,380,136
Ripple,XRP,2024-01-10 10:35:47.337197,8192.47,7930.07,188,794
Litecoin,LTC,2024-01-10 10:35:47.337197,26889.76,25706.17,304,215
Cardano,ADA,2024-01-10 10:35:47.337197,46825.83,45026.04,772,868
Polkadot,DOT,2024-01-10 10:35:47.337197,44680.3,42945.7,441,65
Binance Coin,BNB,2024-01-10 10:35:47.337197,30971.15,29622.86,950,439
Dogecoin,DOGE,2024-01-10 10:35:47.337197,23215.27,22713.01,520,412
Bitcoin,BTC,2024-01-11 10:35:47.337197,17389.92,17055.82,774,219
Ethereum,ETH,2024-01-11 10:35:47.337197,42408.79,41140.27,373,487
Ripple,XRP,2024-01-11 10:35:47.337197,31182.03,30838.03,855,526
Litecoin,LTC,2024-01-11 10:35:47.337197,45126.27,42909.48,437,521
Cardano,ADA,2024-01-11 10:35:47.337197,67894.21,65334.74,319,386
Polkadot,DOT,2024-01-11 10:35:47.337197,61025.45,59489.85,444,63
Binance Coin,BNB,2024-01-11 10:35:47.337197,66328.9,65635.42,316,409
Dogecoin,DOGE,2024-01-11 10:35:47.337197,19266.26,18341.35,306,607
Bitcoin,BTC,2024-01-12 10:35:47.337197,42275.43,41341.84,539,335
Ethereum,ETH,2024-01-12 10:35:47.337197,16151.83,15802.14,881,861
Ripple,XRP,2024-01-12 10:35:47.337197,18766.58,18143.98,586,794
Litecoin,LTC,2024-01-12 10:35:47.337197,66969.42,66181.02,879,877
Cardano,ADA,2024-01-12 10:35:47.337197,21301.05,20831.89,823,515
Polkadot,DOT,2024-01-12 10:35:47.337197,57058.02,55111.79,384,217
Binance Coin,BNB,2024-01-12 10:35:47.337197,64436.09,63291.61,135,356
Dogecoin,DOGE,2024-01-12 10:35:47.337197,71793.44,68837.18,944,465
Bitcoin,BTC,2024-01-13 10:35:47.337197,41660.92,40591.77,547,131
Ethereum,ETH,2024-01-13 10:35:47.337197,14085.65,13457.32,597,639
Ripple,XRP,2024-01-13 10:35:47.337197,36931.23,35733.11,200,61
Litecoin,LTC,2024-01-13 10:35:47.337197,25372.95,24166.86,895,714
Cardano,ADA,2024-01-13 10:35:47.337197,24687.02,24426.62,898,90
Polkadot,DOT,2024-01-13 10:35:47.337197,14185.5,14016.26,283,823
Binance Coin,BNB,2024-01-13 10:35:47.337197,48070.3,46110.98,216,627
Dogecoin,DOGE,2024-01-13 10:35:47.337197,40719.64,40068.83,318,317
Bitcoin,BTC,2024-01-14 10:35:47.337197,53320.79,52595.57,518,203
Ethereum,ETH,2024-01-14 10:35:47.337197,63093.18,60373.44,388,221
Ripple,XRP,2024-01-14 10:35:47.337197,26659.71,25904.9,128,451
Litecoin,LTC,2024-01-14 10:35:47.337197,17294.22,16451.97,932,675
Cardano,ADA,2024-01-14 10:35:47.337197,40945.37,39857.59,458,582
Polkadot,DOT,2024-01-14 10:35:47.337197,43052.21,42509.0,842,448
Binance Coin,BNB,2024-01-14 10:35:47.337197,40230.33,39594.66,959,357
Dogecoin,DOGE,2024-01-14 10:35:47.337197,48225.0,46118.04,620,551
Bitcoin,BTC,2024-01-15 10:35:47.337197,81640.16,78468.02,459,326
Ethereum,ETH,2024-01-15 10:35:47.337197,4286.46,4154.5,995,652
Ripple,XRP,2024-01-15 10:35:47.337197,47801.22,46539.61,817,515
Litecoin,LTC,2024-01-15 10:35:47.337197,38993.62,37307.53,333,141
Cardano,ADA,2024-01-15 10:35:47.337197,62391.05,59919.97,750,215
Polkadot,DOT,2024-01-15 10:35:47.337197,18041.74,17233.7,432,390
Binance Coin,BNB,2024-01-15 10:35:47.337197,48850.66,47868.77,185,166
Dogecoin,DOGE,2024-01-15 10:35:47.337197,13212.21,12881.41,632,517
Bitcoin,BTC,2024-01-16 10:35:47.337197,48121.26,46504.85,543,800
Ethereum,ETH,2024-01-16 10:35:47.337197,45358.76,43555.35,888,578
Ripple,XRP,2024-01-16 10:35:47.337197,15151.35,14802.12,381,819
Litecoin,LTC,2024-01-16 10:35:47.337197,49399.9,47025.44,844,493
Cardano,ADA,2024-01-16 10:35:47.337197,5676.64,5464.74,715,669
Polkadot,DOT,2024-01-16 10:35:47.337197,57245.69,54546.38,491,741
Binance Coin,BNB,2024-01-16 10:35:47.337197,49981.25,47600.48,536,571
Dogecoin,DOGE,2024-01-16 10:35:47.337197,56117.67,54311.92,411,531
Bitcoin,BTC,2024-01-17 10:35:47.337197,6921.53,6593.06,665,303
Ethereum,ETH,2024-01-17 10:35:47.337197,41333.22,40476.65,739,815
Ripple,XRP,2024-01-17 10:35:47.337197,16901.96,16626.74,413,331
Litecoin,LTC,2024-01-17 10:35:47.337197,94656.91,93564.07,571,900
Cardano,ADA,2024-01-17 10:35:47.337197,27095.27,26371.99,811,371
Polkadot,DOT,2024-01-17 10:35:47.337197,17463.6,17187.77,190,418
Binance Coin,BNB,2024-01-17 10:35:47.337197,48594.21,46906.57,179,704
Dogecoin,DOGE,2024-01-17 10:35:47.337197,86690.17,83988.0,439,219
Bitcoin,BTC,2024-01-18 10:35:47.337197,36733.52,36151.58,180,600
Ethereum,ETH,2024-01-18 10:35:47.337197,72493.34,70385.54,495,257
Ripple,XRP,2024-01-18 10:35:47.337197,29155.64,28283.33,119,488
Litecoin,LTC,2024-01-18 10:35:47.337197,102107.09,100199.36,433,791
Cardano,ADA,2024-01-18 10:35:47.337197,7603.24,7459.74,793,611
Polkadot,DOT,2024-01-18 10:35:47.337197,33396.85,32530.56,405,368
